benchmark,sample_id,case_type,actual_label,predicted_label,method,level_pct,mask_area_px,target_area_px,control_area_px,control_n_draws,n_components,largest_component_area_frac,n_junction_seeds,n_corner_seeds,geometry_fraction,narrow_gap_fraction,thin_line_fraction,boundary_proximity_mean,junction_recall,junction_density_per_kpx,corner_recall,corner_density_per_kpx,local_density_mean,control_geometry_fraction_mean,control_geometry_fraction_std,control_geometry_fraction_min,control_geometry_fraction_max,control_narrow_gap_fraction_mean,control_narrow_gap_fraction_std,control_narrow_gap_fraction_min,control_narrow_gap_fraction_max,control_thin_line_fraction_mean,control_thin_line_fraction_std,control_thin_line_fraction_min,control_thin_line_fraction_max,control_boundary_proximity_mean_mean,control_boundary_proximity_mean_std,control_boundary_proximity_mean_min,control_boundary_proximity_mean_max,control_junction_recall_mean,control_junction_recall_std,control_junction_recall_min,control_junction_recall_max,control_junction_density_per_kpx_mean,control_junction_density_per_kpx_std,control_junction_density_per_kpx_min,control_junction_density_per_kpx_max,control_corner_recall_mean,control_corner_recall_std,control_corner_recall_min,control_corner_recall_max,control_corner_density_per_kpx_mean,control_corner_density_per_kpx_std,control_corner_density_per_kpx_min,control_corner_density_per_kpx_max,control_local_density_mean_mean,control_local_density_mean_std,control_local_density_mean_min,control_local_density_mean_max
iccad1,NNHS304_1,TN,NHS,NHS,gradcam_plus,10,5018,5018,5120,30,7,0.0957,0,24,0.0271,0.1664,0.0203,8.272,0.0,0.0,0.2308,14.348,0.1869,0.2241,0.0672,0.0906,0.375,0.1601,0.0462,0.0766,0.2527,0.0738,0.0188,0.0342,0.1059,12.2374,4.4229,5.438,21.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1041,0.0798,0.0,0.2917,6.341,4.8636,0.0,17.773,0.2291,0.0635,0.0997,0.3677
iccad1,NNHS304_1,TN,NHS,NHS,layercam,10,5018,5018,5120,30,7,0.0957,0,24,0.3228,0.274,0.1026,4.9,0.0,0.0,0.0962,5.978,0.3493,0.2241,0.0672,0.0906,0.375,0.1601,0.0462,0.0766,0.2527,0.0738,0.0188,0.0342,0.1059,12.2374,4.4229,5.438,21.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1041,0.0798,0.0,0.2917,6.341,4.8636,0.0,17.773,0.2291,0.0635,0.0997,0.3677
iccad1,NNHS304_1,TN,NHS,NHS,occlusion,10,5018,5018,5120,30,7,0.0957,0,24,0.6903,0.2132,0.1515,3.958,0.0,0.0,0.1218,7.573,0.5105,0.2241,0.0672,0.0906,0.375,0.1601,0.0462,0.0766,0.2527,0.0738,0.0188,0.0342,0.1059,12.2374,4.4229,5.438,21.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1041,0.0798,0.0,0.2917,6.341,4.8636,0.0,17.773,0.2291,0.0635,0.0997,0.3677
iccad1,NNHS304_1,TN,NHS,NHS,gradcam,20,10035,10035,10240,30,7,0.0957,0,24,0.0019,0.0088,0.0017,26.783,0.0,0.0,0.0705,2.192,0.0177,0.2475,0.0511,0.1594,0.341,0.1703,0.0355,0.085,0.2369,0.0812,0.017,0.0398,0.1313,11.5071,3.4905,5.499,18.901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2002,0.1212,0.0,0.5032,6.1004,3.6932,0.0,15.332,0.2435,0.0467,0.1597,0.3359
iccad1,NNHS304_1,TN,NHS,NHS,gradcam_plus,20,10035,10035,10240,30,7,0.0957,0,24,0.044,0.1762,0.026,8.064,0.0,0.0,0.4968,15.446,0.1894,0.2475,0.0511,0.1594,0.341,0.1703,0.0355,0.085,0.2369,0.0812,0.017,0.0398,0.1313,11.5071,3.4905,5.499,18.901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2002,0.1212,0.0,0.5032,6.1004,3.6932,0.0,15.332,0.2435,0.0467,0.1597,0.3359
iccad1,NNHS304_1,TN,NHS,NHS,layercam,20,10035,10035,10240,30,7,0.0957,0,24,0.3312,0.2502,0.1093,5.169,0.0,0.0,0.4199,13.054,0.3251,0.2475,0.0511,0.1594,0.341,0.1703,0.0355,0.085,0.2369,0.0812,0.017,0.0398,0.1313,11.5071,3.4905,5.499,18.901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2002,0.1212,0.0,0.5032,6.1004,3.6932,0.0,15.332,0.2435,0.0467,0.1597,0.3359
iccad1,NNHS304_1,TN,NHS,NHS,occlusion,20,10035,10035,10240,30,7,0.0957,0,24,0.588,0.2378,0.1447,4.03,0.0,0.0,0.2372,7.374,0.4733,0.2475,0.0511,0.1594,0.341,0.1703,0.0355,0.085,0.2369,0.0812,0.017,0.0398,0.1313,11.5071,3.4905,5.499,18.901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2002,0.1212,0.0,0.5032,6.1004,3.6932,0.0,15.332,0.2435,0.0467,0.1597,0.3359
iccad1,NNHS304_1,TN,NHS,NHS,gradcam,30,15053,15053,15360,30,7,0.0957,0,24,0.0053,0.0086,0.0026,25.465,0.0,0.0,0.1026,2.126,0.0348,0.2434,0.0303,0.1775,0.2987,0.1653,0.0265,0.1232,0.2255,0.0785,0.0122,0.059,0.1051,12.3128,2.6841,7.407,17.319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3003,0.1252,0.0865,0.5833,6.1003,2.5424,1.758,11.849,0.239,0.0298,0.1701,0.2895
iccad1,NNHS304_1,TN,NHS,NHS,gradcam_plus,30,15053,15053,15360,30,7,0.0957,0,24,0.1133,0.2185,0.0555,7.019,0.0,0.0,0.7949,16.475,0.2096,0.2434,0.0303,0.1775,0.2987,0.1653,0.0265,0.1232,0.2255,0.0785,0.0122,0.059,0.1051,12.3128,2.6841,7.407,17.319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3003,0.1252,0.0865,0.5833,6.1003,2.5424,1.758,11.849,0.239,0.0298,0.1701,0.2895
iccad1,NNHS304_1,TN,NHS,NHS,layercam,30,15053,15053,15360,30,7,0.0957,0,24,0.3288,0.2332,0.1109,5.506,0.0,0.0,0.6699,13.884,0.3184,0.2434,0.0303,0.1775,0.2987,0.1653,0.0265,0.1232,0.2255,0.0785,0.0122,0.059,0.1051,12.3128,2.6841,7.407,17.319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3003,0.1252,0.0865,0.5833,6.1003,2.5424,1.758,11.849,0.239,0.0298,0.1701,0.2895
iccad1,NNHS304_1,TN,NHS,NHS,occlusion,30,15053,15053,15360,30,7,0.0957,0,24,0.4993,0.2255,0.1265,4.606,0.0,0.0,0.2532,5.248,0.429,0.2434,0.0303,0.1775,0.2987,0.1653,0.0265,0.1232,0.2255,0.0785,0.0122,0.059,0.1051,12.3128,2.6841,7.407,17.319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3003,0.1252,0.0865,0.5833,6.1003,2.5424,1.758,11.849,0.239,0.0298,0.1701,0.2895
iccad1,NHS453,TN,NHS,NHS,gradcam,10,5018,5018,5120,30,7,0.0957,0,28,0.0012,0.0042,0.0004,15.622,0.0,0.0,0.0027,0.199,0.0376,0.3154,0.0753,0.1809,0.5062,0.1732,0.0455,0.0857,0.2625,0.1097,0.0264,0.0531,0.1688,6.4934,1.7768,3.419,11.135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0883,0.0636,0.0,0.2143,6.276,4.5178,0.0,15.234,0.3164,0.0623,0.2026,0.4588
iccad1,NHS453,TN,NHS,NHS,gradcam_plus,10,5018,5018,5120,30,7,0.0957,0,28,0.0074,0.0175,0.007,10.471,0.0,0.0,0.0742,5.381,0.1263,0.3154,0.0753,0.1809,0.5062,0.1732,0.0455,0.0857,0.2625,0.1097,0.0264,0.0531,0.1688,6.4934,1.7768,3.419,11.135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0883,0.0636,0.0,0.2143,6.276,4.5178,0.0,15.234,0.3164,0.0623,0.2026,0.4588
iccad1,NHS453,TN,NHS,NHS,layercam,10,5018,5018,5120,30,7,0.0957,0,28,0.3641,0.2409,0.1291,3.812,0.0,0.0,0.1016,7.373,0.3954,0.3154,0.0753,0.1809,0.5062,0.1732,0.0455,0.0857,0.2625,0.1097,0.0264,0.0531,0.1688,6.4934,1.7768,3.419,11.135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0883,0.0636,0.0,0.2143,6.276,4.5178,0.0,15.234,0.3164,0.0623,0.2026,0.4588
iccad1,NHS453,TN,NHS,NHS,occlusion,10,5018,5018,5120,30,7,0.0957,0,28,0.6839,0.2041,0.1654,3.619,0.0,0.0,0.1484,10.761,0.5573,0.3154,0.0753,0.1809,0.5062,0.1732,0.0455,0.0857,0.2625,0.1097,0.0264,0.0531,0.1688,6.4934,1.7768,3.419,11.135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0883,0.0636,0.0,0.2143,6.276,4.5178,0.0,15.234,0.3164,0.0623,0.2026,0.4588
iccad1,NHS453,TN,NHS,NHS,gradcam,20,10035,10035,10240,30,7,0.0957,0,28,0.2156,0.1377,0.0839,10.085,0.0,0.0,0.1923,6.976,0.1466,0.3088,0.0595,0.193,0.417,0.1757,0.0263,0.1191,0.2164,0.113,0.0169,0.0774,0.1436,6.5663,1.1184,4.367,9.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.171,0.0941,0.0,0.5,6.0775,3.3453,0.0,17.773,0.3088,0.0467,0.2096,0.4037
iccad1,NHS453,TN,NHS,NHS,gradcam_plus,20,10035,10035,10240,30,7,0.0957,0,28,0.0738,0.0573,0.0471,9.044,0.0,0.0,0.3407,12.357,0.1595,0.3088,0.0595,0.193,0.417,0.1757,0.0263,0.1191,0.2164,0.113,0.0169,0.0774,0.1436,6.5663,1.1184,4.367,9.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.171,0.0941,0.0,0.5,6.0775,3.3453,0.0,17.773,0.3088,0.0467,0.2096,0.4037
iccad1,NHS453,TN,NHS,NHS,layercam,20,10035,10035,10240,30,7,0.0957,0,28,0.356,0.2242,0.1362,4.241,0.0,0.0,0.3489,12.656,0.37,0.3088,0.0595,0.193,0.417,0.1757,0.0263,0.1191,0.2164,0.113,0.0169,0.0774,0.1436,6.5663,1.1184,4.367,9.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.171,0.0941,0.0,0.5,6.0775,3.3453,0.0,17.773,0.3088,0.0467,0.2096,0.4037
iccad1,NHS453,TN,NHS,NHS,occlusion,20,10035,10035,10240,30,7,0.0957,0,28,0.5139,0.22,0.1511,3.8,0.0,0.0,0.1923,6.976,0.4792,0.3088,0.0595,0.193,0.417,0.1757,0.0263,0.1191,0.2164,0.113,0.0169,0.0774,0.1436,6.5663,1.1184,4.367,9.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.171,0.0941,0.0,0.5,6.0775,3.3453,0.0,17.773,0.3088,0.0467,0.2096,0.4037
iccad1,NHS453,TN,NHS,NHS,gradcam,30,15053,15053,15360,30,7,0.0957,0,28,0.2107,0.1512,0.097,8.774,0.0,0.0,0.2857,6.909,0.205,0.3124,0.0373,0.2535,0.3745,0.1661,0.0167,0.1289,0.1932,0.1063,0.0116,0.0848,0.1314,6.6698,0.6755,5.46,8.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2843,0.1067,0.0824,0.5,6.7383,2.5285,1.953,11.849,0.3152,0.0301,0.2664,0.3846
iccad1,NHS453,TN,NHS,NHS,gradcam_plus,30,15053,15053,15360,30,7,0.0957,0,28,0.0943,0.096,0.0417,8.128,0.0,0.0,0.5852,14.15,0.1913,0.3124,0.0373,0.2535,0.3745,0.1661,0.0167,0.1289,0.1932,0.1063,0.0116,0.0848,0.1314,6.6698,0.6755,5.46,8.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2843,0.1067,0.0824,0.5,6.7383,2.5285,1.953,11.849,0.3152,0.0301,0.2664,0.3846
iccad1,NHS453,TN,NHS,NHS,layercam,30,15053,15053,15360,30,7,0.0957,0,28,0.3476,0.2131,0.1332,4.528,0.0,0.0,0.5192,12.556,0.3554,0.3124,0.0373,0.2535,0.3745,0.1661,0.0167,0.1289,0.1932,0.1063,0.0116,0.0848,0.1314,6.6698,0.6755,5.46,8.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2843,0.1067,0.0824,0.5,6.7383,2.5285,1.953,11.849,0.3152,0.0301,0.2664,0.3846
iccad1,NHS453,TN,NHS,NHS,occlusion,30,15053,15053,15360,30,7,0.0957,0,28,0.4983,0.2158,0.1514,3.825,0.0,0.0,0.2527,6.112,0.467,0.3124,0.0373,0.2535,0.3745,0.1661,0.0167,0.1289,0.1932,0.1063,0.0116,0.0848,0.1314,6.6698,0.6755,5.46,8.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2843,0.1067,0.0824,0.5,6.7383,2.5285,1.953,11.849,0.3152,0.0301,0.2664,0.3846
iccad1,NHS120_9,FP,NHS,HS,gradcam,10,5018,5018,5120,30,8,0.0994,0,32,0.1425,0.4071,0.1319,2.511,0.0,0.0,0.0793,6.576,0.5075,0.2767,0.0846,0.0936,0.4375,0.1342,0.0388,0.0527,0.2074,0.0886,0.0266,0.0279,0.1437,9.9266,2.9484,5.261,16.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0739,0.0779,0.0,0.2716,6.0025,6.3255,0.0,22.07,0.2717,0.0746,0.1108,0.3953
iccad1,NHS120_9,FP,NHS,HS,gradcam_plus,10,5018,5018,5120,30,8,0.0994,0,32,0.0472,0.1343,0.0359,8.489,0.0,0.0,0.1418,11.758,0.2039,0.2767,0.0846,0.0936,0.4375,0.1342,0.0388,0.0527,0.2074,0.0886,0.0266,0.0279,0.1437,9.9266,2.9484,5.261,16.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0739,0.0779,0.0,0.2716,6.0025,6.3255,0.0,22.07,0.2717,0.0746,0.1108,0.3953
iccad1,NHS120_9,FP,NHS,HS,layercam,10,5018,5018,5120,30,8,0.0994,0,32,0.4157,0.2784,0.1586,2.896,0.0,0.0,0.1034,8.569,0.443,0.2767,0.0846,0.0936,0.4375,0.1342,0.0388,0.0527,0.2074,0.0886,0.0266,0.0279,0.1437,9.9266,2.9484,5.261,16.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0739,0.0779,0.0,0.2716,6.0025,6.3255,0.0,22.07,0.2717,0.0746,0.1108,0.3953
iccad1,NHS120_9,FP,NHS,HS,occlusion,10,5018,5018,5120,30,8,0.0994,0,32,0.5482,0.277,0.1963,2.35,0.0,0.0,0.1202,9.964,0.4849,0.2767,0.0846,0.0936,0.4375,0.1342,0.0388,0.0527,0.2074,0.0886,0.0266,0.0279,0.1437,9.9266,2.9484,5.261,16.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0739,0.0779,0.0,0.2716,6.0025,6.3255,0.0,22.07,0.2717,0.0746,0.1108,0.3953
iccad1,NHS120_9,FP,NHS,HS,gradcam,20,10035,10035,10240,30,8,0.0994,0,32,0.1813,0.34,0.1156,2.962,0.0,0.0,0.2091,8.67,0.4655,0.2815,0.0566,0.1817,0.3886,0.1509,0.0289,0.1028,0.2315,0.0972,0.0208,0.0604,0.1496,8.5993,1.8048,4.825,11.387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2009,0.103,0.0529,0.5,8.1608,4.1865,2.148,20.312,0.2824,0.0517,0.1818,0.3784
iccad1,NHS120_9,FP,NHS,HS,gradcam_plus,20,10035,10035,10240,30,8,0.0994,0,32,0.1217,0.149,0.0646,7.491,0.0,0.0,0.3365,13.951,0.2363,0.2815,0.0566,0.1817,0.3886,0.1509,0.0289,0.1028,0.2315,0.0972,0.0208,0.0604,0.1496,8.5993,1.8048,4.825,11.387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2009,0.103,0.0529,0.5,8.1608,4.1865,2.148,20.312,0.2824,0.0517,0.1818,0.3784
iccad1,NHS120_9,FP,NHS,HS,layercam,20,10035,10035,10240,30,8,0.0994,0,32,0.3927,0.2582,0.1506,3.578,0.0,0.0,0.1971,8.171,0.4156,0.2815,0.0566,0.1817,0.3886,0.1509,0.0289,0.1028,0.2315,0.0972,0.0208,0.0604,0.1496,8.5993,1.8048,4.825,11.387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2009,0.103,0.0529,0.5,8.1608,4.1865,2.148,20.312,0.2824,0.0517,0.1818,0.3784
iccad1,NHS120_9,FP,NHS,HS,occlusion,20,10035,10035,10240,30,8,0.0994,0,32,0.5134,0.2384,0.1666,3.58,0.0,0.0,0.125,5.182,0.4522,0.2815,0.0566,0.1817,0.3886,0.1509,0.0289,0.1028,0.2315,0.0972,0.0208,0.0604,0.1496,8.5993,1.8048,4.825,11.387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2009,0.103,0.0529,0.5,8.1608,4.1865,2.148,20.312,0.2824,0.0517,0.1818,0.3784
iccad1,NHS120_9,FP,NHS,HS,gradcam,30,15053,15053,15360,30,8,0.0994,0,32,0.2403,0.311,0.1427,3.216,0.0,0.0,0.3413,9.433,0.4382,0.2863,0.0455,0.1917,0.3936,0.1561,0.0247,0.102,0.2077,0.099,0.0157,0.0661,0.1371,8.732,1.6756,6.034,12.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3016,0.0822,0.125,0.4712,8.1683,2.2272,3.385,12.76,0.2894,0.0459,0.1767,0.382
iccad1,NHS120_9,FP,NHS,HS,gradcam_plus,30,15053,15053,15360,30,8,0.0994,0,32,0.1726,0.1477,0.0921,7.507,0.0,0.0,0.5072,14.017,0.2444,0.2863,0.0455,0.1917,0.3936,0.1561,0.0247,0.102,0.2077,0.099,0.0157,0.0661,0.1371,8.732,1.6756,6.034,12.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3016,0.0822,0.125,0.4712,8.1683,2.2272,3.385,12.76,0.2894,0.0459,0.1767,0.382
iccad1,NHS120_9,FP,NHS,HS,layercam,30,15053,15053,15360,30,8,0.0994,0,32,0.3789,0.2382,0.1426,4.091,0.0,0.0,0.3293,9.101,0.3973,0.2863,0.0455,0.1917,0.3936,0.1561,0.0247,0.102,0.2077,0.099,0.0157,0.0661,0.1371,8.732,1.6756,6.034,12.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3016,0.0822,0.125,0.4712,8.1683,2.2272,3.385,12.76,0.2894,0.0459,0.1767,0.382
iccad1,NHS120_9,FP,NHS,HS,occlusion,30,15053,15053,15360,30,8,0.0994,0,32,0.4419,0.2127,0.1463,4.414,0.0,0.0,0.351,9.699,0.4003,0.2863,0.0455,0.1917,0.3936,0.1561,0.0247,0.102,0.2077,0.099,0.0157,0.0661,0.1371,8.732,1.6756,6.034,12.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3016,0.0822,0.125,0.4712,8.1683,2.2272,3.385,12.76,0.2894,0.0459,0.1767,0.382
iccad1,NHS68_9,FP,NHS,HS,gradcam,10,5018,5018,5120,30,7,0.0956,3,31,0.046,0.4151,0.0377,4.26,0.0,0.0,0.134,10.761,0.3642,0.2388,0.0805,0.1006,0.382,0.1654,0.0588,0.0664,0.2877,0.0801,0.028,0.0336,0.1285,10.3845,3.093,5.208,16.361,0.0714,0.2361,0.0,0.9524,0.2929,0.9683,0.0,3.906,0.1084,0.0462,0.0323,0.206,8.5286,3.6388,2.539,16.211,0.2359,0.0699,0.1281,0.3773
iccad1,NHS68_9,FP,NHS,HS,gradcam_plus,10,5018,5018,5120,30,7,0.0956,3,31,0.0897,0.2595,0.0482,6.263,0.0,0.0,0.2109,16.939,0.2737,0.2388,0.0805,0.1006,0.382,0.1654,0.0588,0.0664,0.2877,0.0801,0.028,0.0336,0.1285,10.3845,3.093,5.208,16.361,0.0714,0.2361,0.0,0.9524,0.2929,0.9683,0.0,3.906,0.1084,0.0462,0.0323,0.206,8.5286,3.6388,2.539,16.211,0.2359,0.0699,0.1281,0.3773
iccad1,NHS68_9,FP,NHS,HS,layercam,10,5018,5018,5120,30,7,0.0956,3,31,0.4199,0.3497,0.1626,3.207,0.7143,2.989,0.1414,11.359,0.4041,0.2388,0.0805,0.1006,0.382,0.1654,0.0588,0.0664,0.2877,0.0801,0.028,0.0336,0.1285,10.3845,3.093,5.208,16.361,0.0714,0.2361,0.0,0.9524,0.2929,0.9683,0.0,3.906,0.1084,0.0462,0.0323,0.206,8.5286,3.6388,2.539,16.211,0.2359,0.0699,0.1281,0.3773
iccad1,NHS68_9,FP,NHS,HS,occlusion,10,5018,5018,5120,30,7,0.0956,3,31,0.5556,0.2535,0.1566,3.703,0.0476,0.199,0.1166,9.366,0.4615,0.2388,0.0805,0.1006,0.382,0.1654,0.0588,0.0664,0.2877,0.0801,0.028,0.0336,0.1285,10.3845,3.093,5.208,16.361,0.0714,0.2361,0.0,0.9524,0.2929,0.9683,0.0,3.906,0.1084,0.0462,0.0323,0.206,8.5286,3.6388,2.539,16.211,0.2359,0.0699,0.1281,0.3773
iccad1,NHS68_9,FP,NHS,HS,gradcam,20,10035,10035,10240,30,7,0.0956,3,31,0.0899,0.4069,0.0625,4.409,0.0,0.0,0.2854,11.46,0.3506,0.2275,0.0403,0.1467,0.3028,0.1699,0.0376,0.1043,0.2529,0.0792,0.0155,0.0509,0.1133,10.6287,2.0705,6.912,15.603,0.2286,0.4071,0.0,1.0,0.4688,0.8349,0.0,2.051,0.2028,0.0897,0.0298,0.3623,7.9818,3.5291,1.172,14.258,0.2307,0.0411,0.1572,0.2991
iccad1,NHS68_9,FP,NHS,HS,gradcam_plus,20,10035,10035,10240,30,7,0.0956,3,31,0.1277,0.2554,0.0805,6.329,0.0,0.0,0.3077,12.357,0.2757,0.2275,0.0403,0.1467,0.3028,0.1699,0.0376,0.1043,0.2529,0.0792,0.0155,0.0509,0.1133,10.6287,2.0705,6.912,15.603,0.2286,0.4071,0.0,1.0,0.4688,0.8349,0.0,2.051,0.2028,0.0897,0.0298,0.3623,7.9818,3.5291,1.172,14.258,0.2307,0.0411,0.1572,0.2991
iccad1,NHS68_9,FP,NHS,HS,layercam,20,10035,10035,10240,30,7,0.0956,3,31,0.387,0.3207,0.1456,3.768,1.0,2.093,0.3226,12.955,0.3814,0.2275,0.0403,0.1467,0.3028,0.1699,0.0376,0.1043,0.2529,0.0792,0.0155,0.0509,0.1133,10.6287,2.0705,6.912,15.603,0.2286,0.4071,0.0,1.0,0.4688,0.8349,0.0,2.051,0.2028,0.0897,0.0298,0.3623,7.9818,3.5291,1.172,14.258,0.2307,0.0411,0.1572,0.2991
iccad1,NHS68_9,FP,NHS,HS,occlusion,20,10035,10035,10240,30,7,0.0956,3,31,0.4669,0.2396,0.1334,4.573,0.0476,0.1,0.3127,12.556,0.3896,0.2275,0.0403,0.1467,0.3028,0.1699,0.0376,0.1043,0.2529,0.0792,0.0155,0.0509,0.1133,10.6287,2.0705,6.912,15.603,0.2286,0.4071,0.0,1.0,0.4688,0.8349,0.0,2.051,0.2028,0.0897,0.0298,0.3623,7.9818,3.5291,1.172,14.258,0.2307,0.0411,0.1572,0.2991
iccad1,NHS68_9,FP,NHS,HS,gradcam,30,15053,15053,15360,30,7,0.0956,3,31,0.1429,0.3346,0.1028,5.052,0.0,0.0,0.4764,12.755,0.3202,0.2202,0.0468,0.143,0.3565,0.1589,0.0274,0.1094,0.2202,0.0748,0.0132,0.0531,0.1073,11.334,1.7223,7.503,14.837,0.3016,0.4335,0.0,1.0,0.4123,0.5927,0.0,1.367,0.291,0.0821,0.1017,0.464,7.6346,2.1527,2.669,12.174,0.221,0.0362,0.1486,0.3266
iccad1,NHS68_9,FP,NHS,HS,gradcam_plus,30,15053,15053,15360,30,7,0.0956,3,31,0.1459,0.2327,0.08,6.583,0.0,0.0,0.4442,11.891,0.2673,0.2202,0.0468,0.143,0.3565,0.1589,0.0274,0.1094,0.2202,0.0748,0.0132,0.0531,0.1073,11.334,1.7223,7.503,14.837,0.3016,0.4335,0.0,1.0,0.4123,0.5927,0.0,1.367,0.291,0.0821,0.1017,0.464,7.6346,2.1527,2.669,12.174,0.221,0.0362,0.1486,0.3266
iccad1,NHS68_9,FP,NHS,HS,layercam,30,15053,15053,15360,30,7,0.0956,3,31,0.363,0.2937,0.1342,4.297,1.0,1.395,0.469,12.556,0.359,0.2202,0.0468,0.143,0.3565,0.1589,0.0274,0.1094,0.2202,0.0748,0.0132,0.0531,0.1073,11.334,1.7223,7.503,14.837,0.3016,0.4335,0.0,1.0,0.4123,0.5927,0.0,1.367,0.291,0.0821,0.1017,0.464,7.6346,2.1527,2.669,12.174,0.221,0.0362,0.1486,0.3266
iccad1,NHS68_9,FP,NHS,HS,occlusion,30,15053,15053,15360,30,7,0.0956,3,31,0.3783,0.22,0.1168,6.059,1.0,1.395,0.4864,13.021,0.3255,0.2202,0.0468,0.143,0.3565,0.1589,0.0274,0.1094,0.2202,0.0748,0.0132,0.0531,0.1073,11.334,1.7223,7.503,14.837,0.3016,0.4335,0.0,1.0,0.4123,0.5927,0.0,1.367,0.291,0.0821,0.1017,0.464,7.6346,2.1527,2.669,12.174,0.221,0.0362,0.1486,0.3266
iccad1,NHS32_4,FP,NHS,HS,gradcam,10,5018,5018,5120,30,8,0.0994,4,37,0.0678,0.3304,0.0522,4.724,0.0,0.0,0.0894,8.569,0.3694,0.2283,0.0639,0.1186,0.3672,0.164,0.0377,0.1057,0.2379,0.0786,0.0167,0.0422,0.1074,9.0229,2.4039,5.722,13.998,0.1292,0.2949,0.0,0.875,0.6055,1.3825,0.0,4.102,0.1007,0.0504,0.0,0.2225,9.4597,4.7319,0.0,20.898,0.2252,0.0633,0.1242,0.3836
iccad1,NHS32_4,FP,NHS,HS,gradcam_plus,10,5018,5018,5120,30,8,0.0994,4,37,0.1439,0.1136,0.0803,7.774,0.0,0.0,0.1081,10.363,0.2526,0.2283,0.0639,0.1186,0.3672,0.164,0.0377,0.1057,0.2379,0.0786,0.0167,0.0422,0.1074,9.0229,2.4039,5.722,13.998,0.1292,0.2949,0.0,0.875,0.6055,1.3825,0.0,4.102,0.1007,0.0504,0.0,0.2225,9.4597,4.7319,0.0,20.898,0.2252,0.0633,0.1242,0.3836
iccad1,NHS32_4,FP,NHS,HS,layercam,10,5018,5018,5120,30,8,0.0994,4,37,0.381,0.3101,0.1528,3.781,0.0,0.0,0.2495,23.914,0.3544,0.2283,0.0639,0.1186,0.3672,0.164,0.0377,0.1057,0.2379,0.0786,0.0167,0.0422,0.1074,9.0229,2.4039,5.722,13.998,0.1292,0.2949,0.0,0.875,0.6055,1.3825,0.0,4.102,0.1007,0.0504,0.0,0.2225,9.4597,4.7319,0.0,20.898,0.2252,0.0633,0.1242,0.3836
iccad1,NHS32_4,FP,NHS,HS,occlusion,10,5018,5018,5120,30,8,0.0994,4,37,0.4771,0.2011,0.1242,5.158,0.875,4.185,0.2349,22.519,0.3933,0.2283,0.0639,0.1186,0.3672,0.164,0.0377,0.1057,0.2379,0.0786,0.0167,0.0422,0.1074,9.0229,2.4039,5.722,13.998,0.1292,0.2949,0.0,0.875,0.6055,1.3825,0.0,4.102,0.1007,0.0504,0.0,0.2225,9.4597,4.7319,0.0,20.898,0.2252,0.0633,0.1242,0.3836
